Season,Team,Game Number,Opponent Team,Arena Capacity,Attendance,Percentage
2024,Boston Celtics,2,Miami Heat,19156,19156,1.0
2024,Boston Celtics,4,Indiana Pacers,19156,19156,1.0
2024,Boston Celtics,8,Brooklyn Nets,19156,19156,1.0
2024,Boston Celtics,9,Toronto Raptors,19156,19156,1.0
2024,Boston Celtics,10,New York Knicks,19156,19156,1.0
2024,Boston Celtics,15,Milwaukee Bucks,19156,19156,1.0
2024,Boston Celtics,17,Atlanta Hawks,19156,19156,1.0
2024,Boston Celtics,18,Chicago Bulls,19156,19156,1.0
2024,Boston Celtics,19,Philadelphia 76ers,19156,19156,1.0
2024,Boston Celtics,21,New York Knicks,19156,19156,1.0
2024,Boston Celtics,22,Cleveland Cavaliers,19156,19156,1.0
2024,Boston Celtics,23,Cleveland Cavaliers,19156,19156,1.0
2024,Boston Celtics,24,Orlando Magic,19156,19156,1.0
2024,Boston Celtics,25,Orlando Magic,19156,19156,1.0
2024,Boston Celtics,30,Detroit Pistons,19156,19156,1.0
2024,Boston Celtics,31,Toronto Raptors,19156,19156,1.0
2024,Boston Celtics,34,Utah Jazz,19156,19156,1.0
2024,Boston Celtics,37,Minnesota Timberwolves,19156,19156,1.0
2024,Boston Celtics,39,Houston Rockets,19156,19156,1.0
2024,Boston Celtics,41,San Antonio Spurs,19156,19156,1.0
2024,Boston Celtics,42,Denver Nuggets,19156,19156,1.0
2024,Boston Celtics,46,Los Angeles Clippers,19156,19156,1.0
2024,Boston Celtics,47,New Orleans Pelicans,19156,19156,1.0
2024,Boston Celtics,48,Indiana Pacers,19156,19156,1.0
2024,Boston Celtics,49,Los Angeles Lakers,19156,19156,1.0
2024,Boston Celtics,50,Memphis Grizzlies,19156,19156,1.0
2024,Boston Celtics,51,Atlanta Hawks,19156,19156,1.0
2024,Boston Celtics,52,Washington Wizards,19156,19156,1.0
2024,Boston Celtics,55,Brooklyn Nets,19156,19156,1.0
2024,Boston Celtics,58,Philadelphia 76ers,19156,19156,1.0
2024,Boston Celtics,59,Dallas Mavericks,19156,19156,1.0
2024,Boston Celtics,60,Golden State Warriors,19156,19156,1.0
2024,Boston Celtics,66,Phoenix Suns,19156,19156,1.0
2024,Boston Celtics,68,Detroit Pistons,19156,19156,1.0
2024,Boston Celtics,69,Milwaukee Bucks,19156,19156,1.0
2024,Boston Celtics,76,Oklahoma City Thunder,19156,19156,1.0
2024,Boston Celtics,77,Sacramento Kings,19156,19156,1.0
2024,Boston Celtics,78,Portland Trail Blazers,19156,19156,1.0
2024,Boston Celtics,80,New York Knicks,19156,19156,1.0
2024,Boston Celtics,81,Charlotte Hornets,19156,19156,1.0
2024,Boston Celtics,82,Washington Wizards,19156,19156,1.0
2024,New York Knicks,1,Boston Celtics,19812,19812,1.0
2024,New York Knicks,5,Cleveland Cavaliers,19812,19812,1.0
2024,New York Knicks,7,Los Angeles Clippers,19812,19812,1.0
2024,New York Knicks,8,San Antonio Spurs,19812,19812,1.0
2024,New York Knicks,9,Charlotte Hornets,19812,19812,1.0
2024,New York Knicks,15,Miami Heat,19812,19812,1.0
2024,New York Knicks,16,Phoenix Suns,19812,19812,1.0
2024,New York Knicks,17,Charlotte Hornets,19812,19111,0.9646174036
2024,New York Knicks,18,Detroit Pistons,19812,19812,1.0
2024,New York Knicks,22,Toronto Raptors,19812,19812,1.0
2024,New York Knicks,28,Milwaukee Bucks,19812,19812,1.0
2024,New York Knicks,29,Milwaukee Bucks,19812,19812,1.0
2024,New York Knicks,33,Minnesota Timberwolves,19812,19812,1.0
2024,New York Knicks,34,Chicago Bulls,19812,19812,1.0
2024,New York Knicks,37,Portland Trail Blazers,19812,19812,1.0
2024,New York Knicks,40,Orlando Magic,19812,19812,1.0
2024,New York Knicks,41,Houston Rockets,19812,19439,0.9811730264
2024,New York Knicks,42,Washington Wizards,19812,19466,0.9825358369
2024,New York Knicks,43,Toronto Raptors,19812,19812,1.0
2024,New York Knicks,45,Denver Nuggets,19812,19812,1.0
2024,New York Knicks,46,Miami Heat,19812,19812,1.0
2024,New York Knicks,48,Utah Jazz,19812,19133,0.9657278417
2024,New York Knicks,49,Indiana Pacers,19812,19812,1.0
2024,New York Knicks,50,Los Angeles Lakers,19812,19812,1.0
2024,New York Knicks,51,Memphis Grizzlies,19812,19013,0.9596709065
2024,New York Knicks,52,Dallas Mavericks,19812,19812,1.0
2024,New York Knicks,53,Indiana Pacers,19812,19812,1.0
2024,New York Knicks,57,Boston Celtics,19812,19812,1.0
2024,New York Knicks,58,Detroit Pistons,19812,19303,0.9743084999
2024,New York Knicks,59,New Orleans Pelicans,19812,19812,1.0
2024,New York Knicks,60,Golden State Warriors,19812,19812,1.0
2024,New York Knicks,62,Atlanta Hawks,19812,19812,1.0
2024,New York Knicks,63,Orlando Magic,19812,19812,1.0
2024,New York Knicks,64,Philadelphia 76ers,19812,19812,1.0
2024,New York Knicks,65,Philadelphia 76ers,19812,19812,1.0
2024,New York Knicks,70,Brooklyn Nets,19812,19812,1.0
2024,New York Knicks,71,Detroit Pistons,19812,19812,1.0
2024,New York Knicks,74,Oklahoma City Thunder,19812,19812,1.0
2024,New York Knicks,76,Sacramento Kings,19812,19812,1.0
2024,New York Knicks,81,Brooklyn Nets,19812,19812,1.0
2024,New York Knicks,82,Chicago Bulls,19812,19812,1.0
2024,Brooklyn Nets,1,Cleveland Cavaliers,17732,17931,1.011222648
2024,Brooklyn Nets,6,Boston Celtics,17732,17983,1.0141552
2024,Brooklyn Nets,7,Milwaukee Bucks,17732,17935,1.011448229
2024,Brooklyn Nets,8,Los Angeles Clippers,17732,17933,1.011335439
2024,Brooklyn Nets,10,Washington Wizards,17732,17732,1.0
2024,Brooklyn Nets,11,Orlando Magic,17732,17361,0.9790773742
2024,Brooklyn Nets,13,Philadelphia 76ers,17732,17934,1.011391834
2024,Brooklyn Nets,15,Miami Heat,17732,17817,1.004793594
2024,Brooklyn Nets,16,Chicago Bulls,17732,16687,0.9410669975
2024,Brooklyn Nets,17,Toronto Raptors,17732,15844,0.893525829
2024,Brooklyn Nets,18,Charlotte Hornets,17732,16072,0.9063839386
2024,Brooklyn Nets,19,Orlando Magic,17732,17966,1.013196481
2024,Brooklyn Nets,21,Washington Wizards,17732,16587,0.9354274758
2024,Brooklyn Nets,27,New York Knicks,17732,18071,1.019117979
2024,Brooklyn Nets,28,Denver Nuggets,17732,17732,1.0
2024,Brooklyn Nets,29,Detroit Pistons,17732,17732,1.0
2024,Brooklyn Nets,31,Milwaukee Bucks,17732,18199,1.026336567
2024,Brooklyn Nets,36,Oklahoma City Thunder,17732,18147,1.023404015
2024,Brooklyn Nets,37,Portland Trail Blazers,17732,17732,1.0
2024,Brooklyn Nets,39,Miami Heat,17732,17893,1.00907963
2024,Brooklyn Nets,43,New York Knicks,17732,17732,1.0
2024,Brooklyn Nets,44,Minnesota Timberwolves,17732,17732,1.0
2024,Brooklyn Nets,45,Houston Rockets,17732,17732,1.0
2024,Brooklyn Nets,46,Utah Jazz,17732,16054,0.9053688247
2024,Brooklyn Nets,47,Phoenix Suns,17732,17732,1.0
2024,Brooklyn Nets,49,Golden State Warriors,17732,17919,1.010545906
2024,Brooklyn Nets,50,Dallas Mavericks,17732,17732,1.0
2024,Brooklyn Nets,51,Cleveland Cavaliers,17732,17304,0.9758628468
2024,Brooklyn Nets,52,San Antonio Spurs,17732,18005,1.015395894
2024,Brooklyn Nets,53,Boston Celtics,17732,18053,1.018102865
2024,Brooklyn Nets,59,Atlanta Hawks,17732,17284,0.9747349425
2024,Brooklyn Nets,60,Atlanta Hawks,17732,18075,1.01934356
2024,Brooklyn Nets,61,Memphis Grizzlies,17732,15847,0.8936950147
2024,Brooklyn Nets,62,Philadelphia 76ers,17732,17086,0.9635686894
2024,Brooklyn Nets,69,New Orleans Pelicans,17732,17732,1.0
2024,Brooklyn Nets,74,Chicago Bulls,17732,17894,1.009136025
2024,Brooklyn Nets,75,Los Angeles Lakers,17732,18162,1.024249944
2024,Brooklyn Nets,77,Indiana Pacers,17732,17732,1.0
2024,Brooklyn Nets,78,Detroit Pistons,17732,17732,1.0
2024,Brooklyn Nets,79,Sacramento Kings,17732,17732,1.0
2024,Brooklyn Nets,80,Toronto Raptors,17732,17732,1.0
2024,Philadelphia 76ers,3,Portland Trail Blazers,20318,19768,0.9729304065
2024,Philadelphia 76ers,4,Toronto Raptors,20318,19773,0.9731764937
2024,Philadelphia 76ers,5,Phoenix Suns,20318,19796,0.9743084949
2024,Philadelphia 76ers,6,Washington Wizards,20318,19765,0.9727827542
2024,Philadelphia 76ers,7,Boston Celtics,20318,19953,0.9820356334
2024,Philadelphia 76ers,9,Indiana Pacers,20318,19758,0.9724382321
2024,Philadelphia 76ers,10,Indiana Pacers,20318,19774,0.9732257112
2024,Philadelphia 76ers,11,Boston Celtics,20318,19773,0.9731764937
2024,Philadelphia 76ers,14,Cleveland Cavaliers,20318,20565,1.012156708
2024,Philadelphia 76ers,17,Los Angeles Lakers,20318,19907,0.9797716311
2024,Philadelphia 76ers,21,Atlanta Hawks,20318,19746,0.9718476228
2024,Philadelphia 76ers,22,Washington Wizards,20318,19762,0.9726351019
2024,Philadelphia 76ers,24,Detroit Pistons,20318,19761,0.9725858844
2024,Philadelphia 76ers,26,Chicago Bulls,20318,19773,0.9731764937
2024,Philadelphia 76ers,27,Minnesota Timberwolves,20318,20365,1.00231322
2024,Philadelphia 76ers,28,Toronto Raptors,20318,20230,0.995668865
2024,Philadelphia 76ers,33,Chicago Bulls,20318,19772,0.9731272763
2024,Philadelphia 76ers,34,New York Knicks,20318,20461,1.007038094
2024,Philadelphia 76ers,35,Utah Jazz,20318,20278,0.9980313023
2024,Philadelphia 76ers,37,Sacramento Kings,20318,19766,0.9728319717
2024,Philadelphia 76ers,38,Houston Rockets,20318,20822,1.024805591
2024,Philadelphia 76ers,39,Denver Nuggets,20318,19775,0.9732749286
2024,Philadelphia 76ers,42,San Antonio Spurs,20318,20511,1.009498966
2024,Philadelphia 76ers,48,Brooklyn Nets,20318,20673,1.017472192
2024,Philadelphia 76ers,49,Dallas Mavericks,20318,19764,0.9727335368
2024,Philadelphia 76ers,50,Golden State Warriors,20318,19780,0.9735210158
2024,Philadelphia 76ers,51,Atlanta Hawks,20318,19758,0.9724382321
2024,Philadelphia 76ers,54,Miami Heat,20318,20015,0.9850871149
2024,Philadelphia 76ers,55,New York Knicks,20318,21094,1.038192736
2024,Philadelphia 76ers,56,Cleveland Cavaliers,20318,19938,0.9812973718
2024,Philadelphia 76ers,57,Milwaukee Bucks,20318,19831,0.9760311054
2024,Philadelphia 76ers,59,Charlotte Hornets,20318,19788,0.9739147554
2024,Philadelphia 76ers,62,Memphis Grizzlies,20318,19757,0.9723890147
2024,Philadelphia 76ers,63,New Orleans Pelicans,20318,19777,0.9733733635
2024,Philadelphia 76ers,67,Charlotte Hornets,20318,19957,0.9822325032
2024,Philadelphia 76ers,68,Miami Heat,20318,19782,0.9736194507
2024,Philadelphia 76ers,73,Los Angeles Clippers,20318,21022,1.03464908
2024,Philadelphia 76ers,76,Oklahoma City Thunder,20318,20733,1.020425239
2024,Philadelphia 76ers,80,Detroit Pistons,20318,19796,0.9743084949
2024,Philadelphia 76ers,81,Orlando Magic,20318,20149,0.9916822522
2024,Philadelphia 76ers,82,Brooklyn Nets,20318,20246,0.9964563441
2024,Toronto Raptors,1,Minnesota Timberwolves,19800,19800,1.0
2024,Toronto Raptors,3,Philadelphia 76ers,19800,19800,1.0
2024,Toronto Raptors,4,Portland Trail Blazers,19800,19266,0.973030303
2024,Toronto Raptors,5,Milwaukee Bucks,19800,19800,1.0
2024,Toronto Raptors,10,Washington Wizards,19800,19800,1.0
2024,Toronto Raptors,11,Milwaukee Bucks,19800,19800,1.0
2024,Toronto Raptors,12,Boston Celtics,19800,19800,1.0
2024,Toronto Raptors,13,Detroit Pistons,19800,19182,0.9687878788
2024,Toronto Raptors,16,Chicago Bulls,19800,19800,1.0
2024,Toronto Raptors,19,Phoenix Suns,19800,19800,1.0
2024,Toronto Raptors,20,New York Knicks,19800,19800,1.0
2024,Toronto Raptors,21,Miami Heat,19800,19084,0.9638383838
2024,Toronto Raptors,24,Atlanta Hawks,19800,19423,0.980959596
2024,Toronto Raptors,25,Atlanta Hawks,19800,19800,1.0
2024,Toronto Raptors,26,Charlotte Hornets,19800,19288,0.9741414141
2024,Toronto Raptors,27,Denver Nuggets,19800,19800,1.0
2024,Toronto Raptors,29,Utah Jazz,19800,19420,0.9808080808
2024,Toronto Raptors,33,Cleveland Cavaliers,19800,19800,1.0
2024,Toronto Raptors,40,Boston Celtics,19800,19278,0.9736363636
2024,Toronto Raptors,41,Miami Heat,19800,19631,0.9914646465
2024,Toronto Raptors,42,Chicago Bulls,19800,19312,0.9753535354
2024,Toronto Raptors,44,Memphis Grizzlies,19800,18577,0.9382323232
2024,Toronto Raptors,45,Los Angeles Clippers,19800,19800,1.0
2024,Toronto Raptors,52,Houston Rockets,19800,19800,1.0
2024,Toronto Raptors,53,Cleveland Cavaliers,19800,19800,1.0
2024,Toronto Raptors,54,San Antonio Spurs,19800,19800,1.0
2024,Toronto Raptors,55,Indiana Pacers,19800,19800,1.0
2024,Toronto Raptors,56,Brooklyn Nets,19800,19800,1.0
2024,Toronto Raptors,59,Dallas Mavericks,19800,19800,1.0
2024,Toronto Raptors,60,Golden State Warriors,19800,19800,1.0
2024,Toronto Raptors,61,Charlotte Hornets,19800,19512,0.9854545455
2024,Toronto Raptors,62,New Orleans Pelicans,19800,18864,0.9527272727
2024,Toronto Raptors,67,Orlando Magic,19800,19800,1.0
2024,Toronto Raptors,69,Sacramento Kings,19800,18641,0.9414646465
2024,Toronto Raptors,70,Oklahoma City Thunder,19800,19601,0.9899494949
2024,Toronto Raptors,72,Brooklyn Nets,19800,18376,0.9280808081
2024,Toronto Raptors,73,New York Knicks,19800,19133,0.9663131313
2024,Toronto Raptors,74,Philadelphia 76ers,19800,19114,0.9653535354
2024,Toronto Raptors,75,Los Angeles Lakers,19800,19800,1.0
2024,Toronto Raptors,78,Washington Wizards,19800,19502,0.9849494949
2024,Toronto Raptors,79,Indiana Pacers,19800,19325,0.976010101
2024,Detroit Pistons,3,Chicago Bulls,20332,20062,0.9867204407
2024,Detroit Pistons,5,Portland Trail Blazers,20332,16912,0.8317922487
2024,Detroit Pistons,7,Phoenix Suns,20332,20062,0.9867204407
2024,Detroit Pistons,8,Golden State Warriors,20332,20062,0.9867204407
2024,Detroit Pistons,10,Philadelphia 76ers,20332,18902,0.9296675192
2024,Detroit Pistons,12,Atlanta Hawks,20332,16963,0.8343006099
2024,Detroit Pistons,15,Denver Nuggets,20332,19403,0.9543084792
2024,Detroit Pistons,17,Washington Wizards,20332,14346,0.7055872516
2024,Detroit Pistons,18,Los Angeles Lakers,20332,20062,0.9867204407
2024,Detroit Pistons,20,Cleveland Cavaliers,20332,18924,0.9307495573
2024,Detroit Pistons,21,Memphis Grizzlies,20332,12862,0.6325988589
2024,Detroit Pistons,23,Indiana Pacers,20332,14988,0.7371630927
2024,Detroit Pistons,24,Philadelphia 76ers,20332,16749,0.8237753295
2024,Detroit Pistons,28,Utah Jazz,20332,18122,0.8913043478
2024,Detroit Pistons,30,Brooklyn Nets,20332,19811,0.9743753689
2024,Detroit Pistons,32,Toronto Raptors,20332,18411,0.9055183946
2024,Detroit Pistons,37,Sacramento Kings,20332,13992,0.6881762739
2024,Detroit Pistons,38,San Antonio Spurs,20332,17833,0.877090301
2024,Detroit Pistons,39,Houston Rockets,20332,13987,0.6879303561
2024,Detroit Pistons,41,Minnesota Timberwolves,20332,16022,0.7880188865
2024,Detroit Pistons,42,Milwaukee Bucks,20332,19996,0.9834743262
2024,Detroit Pistons,43,Milwaukee Bucks,20332,17201,0.8460062955
2024,Detroit Pistons,44,Charlotte Hornets,20332,15020,0.7387369664
2024,Detroit Pistons,45,Washington Wizards,20332,16922,0.8322840842
2024,Detroit Pistons,46,Oklahoma City Thunder,20332,16861,0.8292838875
2024,Detroit Pistons,48,Los Angeles Clippers,20332,19122,0.9404879008
2024,Detroit Pistons,49,Orlando Magic,20332,17982,0.8844186504
2024,Detroit Pistons,56,Orlando Magic,20332,19388,0.9535707259
2024,Detroit Pistons,59,Cleveland Cavaliers,20332,19299,0.9491933897
2024,Detroit Pistons,62,Brooklyn Nets,20332,19011,0.9350285265
2024,Detroit Pistons,63,Dallas Mavericks,20332,20062,0.9867204407
2024,Detroit Pistons,64,Charlotte Hornets,20332,18003,0.885451505
2024,Detroit Pistons,65,Toronto Raptors,20332,19313,0.9498819595
2024,Detroit Pistons,66,Miami Heat,20332,19894,0.9784576038
2024,Detroit Pistons,67,Miami Heat,20332,20004,0.9838677946
2024,Detroit Pistons,69,Indiana Pacers,20332,19897,0.9786051544
2024,Detroit Pistons,70,Boston Celtics,20332,19994,0.9833759591
2024,Detroit Pistons,71,New Orleans Pelicans,20332,19922,0.9798347433
2024,Detroit Pistons,75,Memphis Grizzlies,20332,19999,0.9836218768
2024,Detroit Pistons,80,Chicago Bulls,20332,20013,0.9843104466
2024,Cleveland Cavaliers,2,Oklahoma City Thunder,19432,19432,1.0
2024,Cleveland Cavaliers,3,Indiana Pacers,19432,19432,1.0
2024,Cleveland Cavaliers,4,New York Knicks,19432,19432,1.0
2024,Cleveland Cavaliers,7,Golden State Warriors,19432,19432,1.0
2024,Cleveland Cavaliers,12,Detroit Pistons,19432,19432,1.0
2024,Cleveland Cavaliers,13,Denver Nuggets,19432,19432,1.0
2024,Cleveland Cavaliers,15,Miami Heat,19432,19432,1.0
2024,Cleveland Cavaliers,16,Los Angeles Lakers,19432,19432,1.0
2024,Cleveland Cavaliers,17,Toronto Raptors,19432,19432,1.0
2024,Cleveland Cavaliers,18,Atlanta Hawks,19432,19432,1.0
2024,Cleveland Cavaliers,19,Portland Trail Blazers,19432,19432,1.0
2024,Cleveland Cavaliers,21,Orlando Magic,19432,19432,1.0
2024,Cleveland Cavaliers,26,Atlanta Hawks,19432,19432,1.0
2024,Cleveland Cavaliers,27,Houston Rockets,19432,19432,1.0
2024,Cleveland Cavaliers,28,Utah Jazz,19432,19432,1.0
2024,Cleveland Cavaliers,29,New Orleans Pelicans,19432,19432,1.0
2024,Cleveland Cavaliers,32,Milwaukee Bucks,19432,19432,1.0
2024,Cleveland Cavaliers,34,Washington Wizards,19432,19432,1.0
2024,Cleveland Cavaliers,35,Washington Wizards,19432,19432,1.0
2024,Cleveland Cavaliers,36,San Antonio Spurs,19432,19432,1.0
2024,Cleveland Cavaliers,37,Brooklyn Nets,19432,15887,0.8175689584
2024,Cleveland Cavaliers,38,Chicago Bulls,19432,19432,1.0
2024,Cleveland Cavaliers,39,Milwaukee Bucks,19432,19432,1.0
2024,Cleveland Cavaliers,44,Los Angeles Clippers,19432,19432,1.0
2024,Cleveland Cavaliers,45,Detroit Pistons,19432,19432,1.0
2024,Cleveland Cavaliers,48,Sacramento Kings,19432,19432,1.0
2024,Cleveland Cavaliers,52,Philadelphia 76ers,19432,19432,1.0
2024,Cleveland Cavaliers,53,Chicago Bulls,19432,19432,1.0
2024,Cleveland Cavaliers,54,Orlando Magic,19432,19432,1.0
2024,Cleveland Cavaliers,57,Dallas Mavericks,19432,19432,1.0
2024,Cleveland Cavaliers,60,New York Knicks,19432,19432,1.0
2024,Cleveland Cavaliers,61,Boston Celtics,19432,19432,1.0
2024,Cleveland Cavaliers,63,Minnesota Timberwolves,19432,19432,1.0
2024,Cleveland Cavaliers,64,Brooklyn Nets,19432,19432,1.0
2024,Cleveland Cavaliers,65,Phoenix Suns,19432,19432,1.0
2024,Cleveland Cavaliers,69,Miami Heat,19432,19432,1.0
2024,Cleveland Cavaliers,72,Charlotte Hornets,19432,19432,1.0
2024,Cleveland Cavaliers,74,Philadelphia 76ers,19432,19432,1.0
2024,Cleveland Cavaliers,80,Memphis Grizzlies,19432,19432,1.0
2024,Cleveland Cavaliers,81,Indiana Pacers,19432,19432,1.0
2024,Cleveland Cavaliers,82,Charlotte Hornets,19432,19432,1.0
2024,Indiana Pacers,1,Washington Wizards,17274,16004,0.9264791015
2024,Indiana Pacers,3,Chicago Bulls,17274,15021,0.8695727683
2024,Indiana Pacers,5,Cleveland Cavaliers,17274,16744,0.9693180502
2024,Indiana Pacers,6,Charlotte Hornets,17274,15945,0.9230635637
2024,Indiana Pacers,7,San Antonio Spurs,17274,15129,0.8758249392
2024,Indiana Pacers,8,Utah Jazz,17274,14509,0.8399328471
2024,Indiana Pacers,9,Milwaukee Bucks,17274,14648,0.8479796226
2024,Indiana Pacers,12,Orlando Magic,17274,17276,1.000115781
2024,Indiana Pacers,14,Toronto Raptors,17274,17091,0.9894060438
2024,Indiana Pacers,15,Detroit Pistons,17274,17274,1.0
2024,Indiana Pacers,16,Portland Trail Blazers,17274,14508,0.8398749566
2024,Indiana Pacers,19,Boston Celtics,17274,16693,0.9663656362
2024,Indiana Pacers,25,Los Angeles Clippers,17274,16665,0.964744703
2024,Indiana Pacers,26,Charlotte Hornets,17274,16761,0.9703021883
2024,Indiana Pacers,28,Orlando Magic,17274,17274,1.0
2024,Indiana Pacers,31,New York Knicks,17274,17274,1.0
2024,Indiana Pacers,33,Milwaukee Bucks,17274,17274,1.0
2024,Indiana Pacers,34,Atlanta Hawks,17274,17274,1.0
2024,Indiana Pacers,35,Boston Celtics,17274,17274,1.0
2024,Indiana Pacers,36,Boston Celtics,17274,16009,0.9267685539
2024,Indiana Pacers,37,Washington Wizards,17274,15721,0.9100960982
2024,Indiana Pacers,44,Denver Nuggets,17274,16004,0.9264791015
2024,Indiana Pacers,45,Philadelphia 76ers,17274,15699,0.9088225078
2024,Indiana Pacers,46,Phoenix Suns,17274,17274,1.0
2024,Indiana Pacers,47,Memphis Grizzlies,17274,16519,0.9562926942
2024,Indiana Pacers,50,Sacramento Kings,17274,17274,1.0
2024,Indiana Pacers,52,Houston Rockets,17274,15571,0.9014125275
2024,Indiana Pacers,53,Golden State Warriors,17274,17274,1.0
2024,Indiana Pacers,57,Detroit Pistons,17274,16506,0.9555401181
2024,Indiana Pacers,58,Dallas Mavericks,17274,17274,1.0
2024,Indiana Pacers,59,Toronto Raptors,17274,16026,0.9277526919
2024,Indiana Pacers,60,New Orleans Pelicans,17274,16010,0.9268264444
2024,Indiana Pacers,64,Minnesota Timberwolves,17274,16580,0.959824013
2024,Indiana Pacers,67,Chicago Bulls,17274,17274,1.0
2024,Indiana Pacers,68,Brooklyn Nets,17274,17009,0.9846590251
2024,Indiana Pacers,69,Cleveland Cavaliers,17274,17274,1.0
2024,Indiana Pacers,75,Los Angeles Lakers,17274,17274,1.0
2024,Indiana Pacers,76,Brooklyn Nets,17274,16522,0.9564663656
2024,Indiana Pacers,78,Oklahoma City Thunder,17274,17274,1.0
2024,Indiana Pacers,79,Miami Heat,17274,17274,1.0
2024,Indiana Pacers,82,Atlanta Hawks,17274,17274,1.0
2024,Milwaukee Bucks,1,Philadelphia 76ers,17341,17783,1.025488726
2024,Milwaukee Bucks,2,Atlanta Hawks,17341,17341,1.0
2024,Milwaukee Bucks,3,Miami Heat,17341,17341,1.0
2024,Milwaukee Bucks,5,New York Knicks,17341,17717,1.021682717
2024,Milwaukee Bucks,7,Detroit Pistons,17341,17341,1.0
2024,Milwaukee Bucks,10,Chicago Bulls,17341,17865,1.030217404
2024,Milwaukee Bucks,13,Dallas Mavericks,17341,18128,1.045383773
2024,Milwaukee Bucks,16,Washington Wizards,17341,17880,1.031082406
2024,Milwaukee Bucks,17,Portland Trail Blazers,17341,17602,1.015051035
2024,Milwaukee Bucks,20,Atlanta Hawks,17341,17866,1.030275071
2024,Milwaukee Bucks,21,New York Knicks,17341,17448,1.006170348
2024,Milwaukee Bucks,22,Indiana Pacers,17341,16837,0.9709359322
2024,Milwaukee Bucks,23,Chicago Bulls,17341,17440,1.005709013
2024,Milwaukee Bucks,24,Indiana Pacers,17341,17431,1.005190012
2024,Milwaukee Bucks,25,Detroit Pistons,17341,17666,1.01874171
2024,Milwaukee Bucks,26,Houston Rockets,17341,17341,1.0
2024,Milwaukee Bucks,27,San Antonio Spurs,17341,17729,1.022374719
2024,Milwaukee Bucks,28,Orlando Magic,17341,17928,1.033850412
2024,Milwaukee Bucks,33,Indiana Pacers,17341,17922,1.033504412
2024,Milwaukee Bucks,37,Utah Jazz,17341,17341,1.0
2024,Milwaukee Bucks,38,Boston Celtics,17341,17781,1.025373393
2024,Milwaukee Bucks,39,Golden State Warriors,17341,18009,1.038521423
2024,Milwaukee Bucks,40,Sacramento Kings,17341,17612,1.015627703
2024,Milwaukee Bucks,44,Cleveland Cavaliers,17341,17510,1.009745689
2024,Milwaukee Bucks,45,Cleveland Cavaliers,17341,17855,1.029640736
2024,Milwaukee Bucks,46,New Orleans Pelicans,17341,17940,1.034542414
2024,Milwaukee Bucks,52,Minnesota Timberwolves,17341,17577,1.013609365
2024,Milwaukee Bucks,53,Charlotte Hornets,17341,17690,1.020125714
2024,Milwaukee Bucks,54,Denver Nuggets,17341,17444,1.005939681
2024,Milwaukee Bucks,55,Miami Heat,17341,17520,1.010322357
2024,Milwaukee Bucks,59,Charlotte Hornets,17341,17607,1.015339369
2024,Milwaukee Bucks,62,Los Angeles Clippers,17341,17875,1.030794072
2024,Milwaukee Bucks,67,Philadelphia 76ers,17341,17635,1.01695404
2024,Milwaukee Bucks,68,Phoenix Suns,17341,17783,1.025488726
2024,Milwaukee Bucks,70,Brooklyn Nets,17341,17341,1.0
2024,Milwaukee Bucks,71,Oklahoma City Thunder,17341,17877,1.030909405
2024,Milwaukee Bucks,72,Los Angeles Lakers,17341,18085,1.0429041
2024,Milwaukee Bucks,76,Memphis Grizzlies,17341,17420,1.004555677
2024,Milwaukee Bucks,77,Toronto Raptors,17341,17750,1.023585722
2024,Milwaukee Bucks,78,New York Knicks,17341,17536,1.011245026
2024,Milwaukee Bucks,79,Boston Celtics,17341,17493,1.008765354
2024,Milwaukee Bucks,80,Orlando Magic,17341,17563,1.01280203
2024,Chicago Bulls,1,Oklahoma City Thunder,20917,21369,1.021609217
2024,Chicago Bulls,2,Toronto Raptors,20917,19555,0.9348854998
2024,Chicago Bulls,6,Brooklyn Nets,20917,20645,0.9869962232
2024,Chicago Bulls,8,Utah Jazz,20917,18031,0.8620261032
2024,Chicago Bulls,9,Phoenix Suns,20917,18220,0.8710618157
2024,Chicago Bulls,10,Detroit Pistons,20917,19088,0.9125591624
2024,Chicago Bulls,12,Orlando Magic,20917,19092,0.9127503944
2024,Chicago Bulls,13,Orlando Magic,20917,20235,0.9673949419
2024,Chicago Bulls,14,Miami Heat,20917,18063,0.8635559593
2024,Chicago Bulls,15,Miami Heat,20917,19258,0.9206865229
2024,Chicago Bulls,20,Milwaukee Bucks,20917,19838,0.9484151647
2024,Chicago Bulls,21,New Orleans Pelicans,20917,20511,0.9805899508
2024,Chicago Bulls,22,Charlotte Hornets,20917,17689,0.8456757661
2024,Chicago Bulls,25,Denver Nuggets,20917,20775,0.9932112636
2024,Chicago Bulls,29,Los Angeles Lakers,20917,21234,1.015155137
2024,Chicago Bulls,30,San Antonio Spurs,20917,20697,0.9894822393
2024,Chicago Bulls,31,Cleveland Cavaliers,20917,19583,0.9362241239
2024,Chicago Bulls,32,Atlanta Hawks,20917,21420,1.024047426
2024,Chicago Bulls,33,Indiana Pacers,20917,21568,1.03112301
2024,Chicago Bulls,34,Philadelphia 76ers,20917,21648,1.03494765
2024,Chicago Bulls,37,Charlotte Hornets,20917,21345,1.020461825
2024,Chicago Bulls,39,Houston Rockets,20917,21149,1.011091457
2024,Chicago Bulls,40,Golden State Warriors,20917,21153,1.011282689
2024,Chicago Bulls,44,Memphis Grizzlies,20917,21441,1.025051394
